1647021806.82782, [255, 255, 255, 255, 255, 255, 255, 255, 255, 255]
1647021807.377773, [255, 255, 255, 255, 255, 255, 255, 255, 255, 255]
1647021807.7809558, [255, 255, 255, 255, 255, 255, 255, 255, 255, 255]
1647021808.0943549, [255, 255, 255, 255, 255, 255, 255, 255, 255, 255]
1647021808.401637, [255, 156, 143, 144, 153, 152, 148, 146, 150, 255]
1647021808.491571, [147, 153, 135, 141, 151, 150, 145, 147, 150, 148]
1647021808.665576, [140, 148, 130, 140, 149, 149, 146, 145, 149, 143]
1647021808.8193972, [136, 139, 124, 135, 146, 146, 145, 139, 144, 138]
1647021808.979054, [130, 122, 116, 122, 135, 138, 138, 125, 128, 130]
1647021809.134479, [115, 113, 119, 124, 137, 138, 136, 121, 122, 111]
1647021809.288022, [114, 112, 120, 124, 137, 137, 134, 114, 113, 107]
1647021809.437161, [115, 113, 121, 124, 136, 132, 127, 106, 105, 101]
1647021809.584488, [116, 113, 121, 122, 133, 126, 119, 99, 96, 95]
1647021809.741445, [118, 113, 120, 119, 128, 119, 111, 92, 90, 90]
1647021809.8755488, [120, 113, 119, 115, 121, 112, 104, 86, 85, 88]
1647021810.01559, [122, 113, 117, 110, 116, 104, 97, 83, 83, 86]
1647021810.154177, [124, 113, 115, 107, 110, 99, 94, 81, 83, 88]
1647021810.2942662, [125, 113, 114, 103, 106, 96, 92, 80, 83, 90]
1647021810.430336, [126, 112, 113, 100, 103, 94, 91, 80, 84, 92]
1647021810.5703738, [126, 111, 112, 98, 102, 93, 90, 81, 86, 94]
1647021810.7083561, [125, 110, 111, 97, 101, 93, 91, 82, 88, 96]
1647021810.84652, [124, 109, 110, 96, 99, 93, 90, 82, 88, 96]
1647021810.984299, [122, 109, 108, 95, 99, 92, 88, 82, 89, 96]
1647021811.1219919, [121, 108, 107, 94, 99, 91, 88, 82, 89, 96]
1647021811.2614121, [120, 107, 106, 93, 97, 91, 87, 81, 88, 97]
1647021811.396812, [120, 107, 106, 92, 97, 90, 86, 80, 88, 96]
1647021811.535819, [120, 106, 105, 92, 97, 89, 86, 80, 87, 97]
1647021811.6706119, [120, 105, 105, 92, 97, 89, 87, 79, 87, 97]
1647021811.809956, [119, 105, 104, 92, 97, 89, 87, 79, 88, 97]
1647021811.948521, [119, 105, 104, 92, 98, 89, 87, 79, 89, 96]
1647021812.086095, [118, 105, 104, 93, 97, 89, 87, 79, 89, 96]
1647021812.22256, [118, 105, 104, 92, 96, 88, 87, 79, 89, 95]
1647021812.36306, [117, 105, 105, 91, 95, 88, 86, 78, 88, 96]
1647021812.5001862, [117, 105, 105, 91, 94, 87, 85, 78, 87, 97]
1647021812.640519, [116, 105, 104, 91, 94, 86, 85, 77, 86, 99]
1647021812.794147, [115, 104, 103, 90, 94, 86, 84, 76, 86, 99]
1647021812.934036, [114, 103, 103, 90, 94, 86, 84, 77, 85, 101]
1647021813.074396, [115, 103, 103, 90, 94, 85, 84, 76, 86, 102]
1647021813.2152598, [115, 103, 102, 90, 94, 85, 83, 76, 86, 102]
1647021813.354025, [115, 102, 102, 90, 93, 85, 83, 76, 86, 102]
1647021813.4925408, [115, 102, 103, 89, 93, 85, 82, 76, 86, 103]
1647021813.726339, [116, 102, 103, 102, 255, 255, 255, 255, 255, 102]
1647021814.238464, [255, 255, 255, 255, 255, 255, 255, 255, 255, 255]
1647021814.68035, [255, 255, 255, 255, 255, 255, 255, 255, 255, 255]
