1648333363.00304, [255, 255, 255, 255, 255, 255, 255, 255, 255, 255]
1648333363.509016, [255, 255, 255, 255, 255, 255, 255, 255, 255, 255]
1648333364.01247, [255, 255, 255, 255, 255, 255, 255, 255, 255, 255]
1648333364.471133, [255, 111, 104, 103, 98, 91, 94, 87, 88, 255]
1648333364.526966, [86, 93, 85, 83, 84, 77, 83, 79, 83, 94]
1648333364.6033878, [81, 82, 74, 72, 76, 69, 75, 75, 79, 95]
1648333364.719195, [79, 76, 68, 66, 72, 65, 72, 74, 75, 91]
1648333364.995116, [77, 71, 66, 64, 73, 67, 77, 76, 77, 85]
1648333365.029526, [73, 69, 68, 70, 92, 85, 88, 84, 82, 81]
1648333365.132627, [71, 68, 76, 84, 106, 97, 95, 88, 85, 82]
1648333365.280422, [68, 67, 78, 88, 113, 102, 98, 91, 86, 82]
1648333365.5181482, [66, 62, 66, 73, 102, 108, 108, 105, 105, 83]
1648333365.850441, [112, 96, 255, 255, 255, 255, 255, 255, 255, 106]
1648333366.5672278, [255, 255, 255, 255, 255, 255, 255, 255, 255, 255]
1648333366.904993, [255, 255, 255, 255, 255, 255, 255, 255, 255, 255]
